favorite_count,hashtag,retweet_count,tweet_id
11215,None,2034,832397543355072512
16039,None,2913,832369877331693569
10632,None,2139,832273440279240704
0,None,5705,832215909146226688
0,None,8563,832215726631055365
59,None,2,832088576586297345
0,None,8796,832040443403784192
16735,None,4291,832032802820481025
22428,None,5642,831939777352105988
319,None,34,831926988323639298
25771,None,5956,831911600680497154
9767,None,1685,831670449226514432
6668,None,1782,831650051525054464
8439,None,2153,831552930092285952
8729,None,1438,831322785565769729
6160,WKCDogShow,1035,831315979191906304
11062,None,2256,831309418084069378
11131,None,1883,831262627380748289
7495,None,1373,830956169170665475
62194,None,15364,830583320585068544
0,None,5224,830173239259324417
9133,None,2686,830097400375152640
0,None,4589,829878982036299777
11491,None,1789,829861396166877184
29815,None,9742,829501995190984704
9846,None,1854,829449946868879360
22861,None,6745,829141528400556032
50153,None,15053,829011960981237760
0,None,3150,828801551087042563
24020,None,5378,828770345708580865
34158,None,10286,828708714936930305
8929,None,1232,828650029636317184
6031,None,1078,828409743546925057
7232,None,1182,828408677031882754
11832,None,2054,828381636999917570
6969,None,990,828376505180889089
11841,None,2720,828372645993398273
2063,None,165,828361771580813312
11026,None,2646,828046555563323392
9749,None,1981,828011680017821696
18788,None,4812,827933404142436356
14553,None,2787,827653905312006145
7044,None,863,827600520311402496
14902,None,2798,827324948884643840
9969,None,2054,827199976799354881
20257,None,4589,826958653328592898
33951,None,9304,826848821049180160
0,None,3668,826615380357632002
4845,None,229,826598799820865537
9420,None,2173,826598365270007810
17323,None,3882,826476773533745153
12498,None,2410,826240494070030336
4585,None,855,826204788643753985
14701,None,2857,826115272272650244
9900,None,1733,825876512159186944
11985,None,2324,825829644528148480
53812,None,16301,825535076884762624
17204,None,4167,825147591692263424
0,None,1165,825120256414846976
5889,None,1165,825026590719483904
0,None,5078,824796380199809024
14017,None,3259,824775126675836928
9910,None,1635,824663926340194305
11140,BellLetsTalk,9853,824325613288833024
14179,None,3552,824297048279236611
4566,None,556,824025158776213504
10036,None,2522,823939628516474880
0,None,10312,823719002937630720
13166,None,2330,823699002998870016
12221,None,2433,823581115634085888
662,None,22,823333489516937216
14777,None,3704,823322678127919110
0,None,9184,823269594223824897
16326,None,3188,822975315408461824
123687,WomensMarch,39755,822872901745569793
12412,None,2104,822859134160621569
0,None,5932,822647212903690241
13930,None,2720,822610361945911296
17058,None,5932,822489057087389700
26208,None,13078,822462944365645825
33005,None,9184,822244816520155136
0,None,4352,822163064745328640
10643,None,2131,821886076407029760
0,None,3114,821813639212650496
7887,None,1553,821765923262631936
7545,None,1625,821522889702862852
0,None,5107,821421320206483457
11069,None,3978,821407182352777218
236,None,8,821153421864615936
8086,None,1818,821149554670182400
9033,None,1962,821107785811234820
11908,None,2114,821044531881721856
0,None,6213,820837357901512704
29718,None,9156,820749716845686786
11557,None,2990,820690176645140481
0,None,521,820494788566847489
0,None,2383,820446719150292993
3152,None,521,820314633777061888
18572,None,5762,820078625395449857
0,None,1079,820013781606658049
5004,None,1079,819952236453363712
12197,None,4527,819924195358416896
12579,None,2856,819711362133872643
9126,None,1864,819588359383371776
6810,None,1115,819347104292290561
2133,None,378,819238181065359361
21733,None,6213,819227688460238848
0,None,34417,819015337530290176
0,None,17724,819015331746349057
42883,None,17724,819006400881917954
82411,None,34417,819004803107983360
0,None,19359,818646164899774465
21165,None,7036,818627210458333184
9271,None,2345,818614493328580609
0,None,5669,818588835076603904
10241,None,2263,818536468981415936
0,None,7420,818307523543449600
10382,None,2073,818259473185828864
11584,None,2360,818145370475810820
4594,None,738,817908911860748288
48441,None,25006,817827839487737858
10191,None,2513,817777686764523521
11080,None,2719,817536400337801217
0,None,3131,817502432452313088
31734,None,13527,817423860136083457
5281,None,885,817415592588222464
0,None,7834,817181837579653120
8282,None,1856,817171292965273600
11506,None,2404,817120970343411712
8107,None,1509,817056546584727552
0,None,4371,816829038950027264
9449,None,1885,816816676327063552
9212,None,2046,816697700272001025
28575,None,7420,816450570814898180
8148,None,1793,816336735214911488
8463,None,1978,816091915477250048
0,None,942,816062466425819140
0,None,4861,816014286006976512
4679,None,942,815990720817401858
21061,None,7834,815966073409433600
0,None,3841,815745968457060357
9278,None,2108,815736392542261248
7793,None,1547,815639385530101762
9798,None,3551,815390420867969024
7239,None,1183,814986499976527872
10660,None,2515,814638523311648768
0,None,5438,814578408554463233
8189,None,1732,814530161257443328
27152,None,8074,814153002265309185
0,None,2944,813944609378369540
8831,None,1724,813910438903693312
34518,None,12990,813812741911748608
7866,None,1640,813800681631023104
17623,None,6823,813217897535406080
8741,None,1700,813202720496779264
18758,None,4029,813187593374461952
8777,None,1799,813172488309972993
7355,None,2059,813157409116065792
8060,None,2236,813142292504645637
4253,None,417,813130366689148928
11180,None,2909,813127251579564032
9771,None,2554,813112105746448384
10002,None,3368,813096984823349248
9400,None,2586,813081950185472002
7527,None,1821,813066809284972545
19864,None,6818,813051746834595840
7128,None,1783,812781120811126785
6273,None,1347,812709060537683968
5721,None,1147,812503143955202048
7554,None,1796,812466873996607488
12892,None,3410,812372279581671427
6892,None,1304,811985624773361665
7132,None,1466,811744202451197953
5300,None,680,811647686436880384
12035,None,2837,811627233043480576
19798,None,5956,811386762094317568
5036,None,1325,810984652412424192
8503,None,1637,810896069567610880
10396,None,2460,810657578271330305
33191,None,10461,810284430598270976
13930,None,3150,810254108431155201
14741,None,3668,809920764300447744
0,None,4557,809808892968534016
6588,None,1361,809448704142938112
18811,None,5224,809220051211603969
12524,None,3282,809084759137812480
9617,None,2855,808838249661788160
7471,None,2028,808733504066486276
10720,None,2447,808501579447930884
40047,None,19359,808344865868283904
0,None,5490,808134635716833280
8368,None,2062,808106460588765185
11808,None,3295,808001312164028416
13806,None,3372,807621403335917568
111199,None,51426,807106840509214720
0,None,6863,807059379405148160
12427,None,3614,807010152071229440
70330,None,32227,806629075125202948
0,None,5125,806620845233815552
4646,None,1818,806576416489959424
9702,None,2208,806542213899489280
0,None,10832,806242860592926720
6115,None,1130,806219024703037440
0,None,4990,805958939288408065
7854,None,1794,805932879469572096
6214,None,1710,805826884734976000
0,None,7431,805823200554876929
5463,None,1547,805520635690676224
8317,None,2369,805487436403003392
7456,None,1621,805207613751304193
12936,None,3589,804738756058218496
5823,None,1883,804475857670639616
0,None,2999,804413760345620481
41915,None,14966,804026241225523202
9510,None,2577,803773340896923648
0,None,6896,803692223237865472
10340,None,3872,803638050916102144
7363,None,1762,803380650405482500
0,None,4937,803321560782307329
9505,None,2289,803276597545603072
8553,None,1865,802952499103731712
0,None,2716,802624713319034886
6746,None,1377,802600418706604034
8492,None,2348,802572683846291456
15295,None,5454,802323869084381190
6600,None,1287,802265048156610565
8623,None,2448,802239329049477120
0,None,250,802185808107208704
7347,None,1592,801958328846974976
1720,None,218,801854953262350336
7794,None,1946,801538201127157760
5718,None,770,801285448605831168
23101,None,5490,801167903437357056
0,None,3689,801127390143516673
7658,None,1981,801115127852503040
645,None,90,800859414831898624
0,None,1511,800855607700029440
10062,None,2614,800751577355128832
12453,None,2813,800513324630806528
9018,None,2054,800459316964663297
0,None,4009,800443802682937345
10571,None,2626,800388270626521089
0,None,3679,800188575492947969
14469,None,2383,800141422401830912
26805,None,12255,800018252395122689
0,None,4351,799774291445383169
7946,None,1998,799757965289017345
7668,None,1792,799422933579902976
0,None,5056,799308762079035393
9359,None,2549,799297110730567681
7674,None,2333,799063482566066176
12380,None,4140,798933969379225600
7145,None,1355,798925684722855936
0,None,6182,798705661114773508
0,None,7204,798701998996647937
0,None,6071,798697898615730177
0,None,4626,798694562394996736
0,None,2172,798686750113755136
0,None,4416,798682547630837760
0,None,5202,798673117451325440
0,None,3666,798665375516884993
0,None,1736,798644042770751489
0,None,1856,798628517273620480
0,None,5250,798585098161549313
0,None,5454,798576900688019456
0,None,3130,798340744599797760
9893,None,2418,798209839306514432
10917,None,2881,797971864723324932
13831,None,4602,797545162159308800
18863,None,6128,797236660651966464
212,None,24,797165961484890113
0,None,8323,796904159865868288
7284,None,1825,796865951799083009
11169,None,2819,796759840936919040
0,None,6702,796563435802726400
7164,None,1644,796484825502875648
10421,None,3875,796387464403357696
0,None,13317,796177847564038144
30403,None,13317,796149749086875649
4721,ImWithThor,1680,796125600683540480
8612,None,2243,796116448414461957
7994,None,2158,796080075804475393
10234,None,3489,796031486298386433
46606,None,21867,795464331001561088
9469,None,2672,795400264262053889
15296,None,5078,795076730285391872
0,None,3144,794983741416415232
9645,None,2152,794926597468000259
0,None,9625,794355576146903043
9103,None,2530,794332329137291264
8746,None,3102,794205286408003585
15857,None,4557,793962221541933056
8739,None,1739,793845145112371200
0,None,2917,793614319594401792
7555,None,1510,793601777308463104
10085,None,2222,793500921481273345
23283,None,8563,793286476301799424
8230,None,2236,793271401113350145
18869,None,7768,793256262322548741
9951,None,3062,793241302385262592
9253,None,2704,793226087023144960
8446,None,2599,793210959003287553
14393,None,5254,793195938047070209
6539,None,1857,793180763617361921
8873,None,2618,793165685325201412
5830,None,1591,793150605191548928
6054,None,2347,793135492858580992
11981,None,3665,793120401413079041
13541,None,3697,792913359805018113
10677,None,3990,792883833364439040
6980,None,1567,792773781206999040
12673,None,4000,792394556390137856
6758,None,1663,792050063153438720
0,None,19615,791821351946420224
0,None,8847,791784077045166082
0,None,3544,791780927877898241
42611,None,20675,791774931465953280
11114,None,2917,791672322847637504
12454,None,3841,791406955684368384
8296,None,2356,791312159183634433
0,None,3789,791026214425268224
9277,None,1981,790987426131050500
15822,None,4371,790946055508652032
0,None,2137,790723298204217344
7780,None,1796,790698755171364864
19482,None,6617,790581949425475584
7404,None,1763,790337589677002753
11858,None,2944,790277117346975746
0,None,3293,790227638568808452
8778,None,2137,789986466051088384
0,None,3807,789960241177853952
9755,None,3871,789903600034189313
7058,None,1637,789628658055020548
6358,None,1786,789599242079838210
11051,None,3144,789530877013393408
8177,None,2129,789314372632018944
0,None,4572,789280767834746880
8625,None,2434,789268448748703744
9201,None,2598,789137962068021249
25989,None,11668,788908386943430656
25824,None,9625,788765914992902144
0,None,6630,788552643979468800
14667,None,4906,788412144018661376
6872,None,1966,788178268662984705
5778,None,1196,788150585577050112
0,None,3200,788070120937619456
5771,None,1218,788039637453406209
8124,None,2831,787810552592695296
9685,None,2576,787717603741622272
10297,None,2653,787397959788929025
7369,None,1621,787322443945877504
0,None,6275,787111942498508800
25198,None,7404,786963064373534720
0,None,2267,786729988674449408
17318,None,5705,786709082849828864
10019,None,2358,786664955043049472
8953,None,2901,786595970293370880
10252,None,3204,786363235746385920
7544,None,2634,786286427768250368
14360,None,4352,786233965241827333
1350,None,145,786051337297522688
0,None,6479,786036967502913536
10768,None,2973,785927819176054784
6319,None,1667,785872687017132033
7429,None,2098,785639753186217984
8555,None,1831,785533386513321988
5771,None,1155,785515384317313025
6888,None,1511,785264754247995392
11326,None,4474,785170936622350336
9548,None,2999,784826020293709826
8468,None,2355,784517518371221505
5429,None,1181,784431430411685888
18886,None,7431,784183165795655680
28000,None,10312,784057939640352768
28294,None,9997,783839966405230592
6953,None,1819,783821107061198850
9833,None,2980,783695101801398276
7941,None,2071,783466772167098368
15949,None,5070,783391753726550016
0,None,5128,783347506784731136
27384,None,10832,783334639985389568
7706,None,2016,783085703974514689
22735,None,6863,782969140009107456
7051,None,1314,782747134529531904
16227,None,4990,782722598790725632
7360,None,1763,782598640137187329
15659,None,5107,782305867769217024
0,None,5707,782021823840026624
10533,None,3125,781955203444699136
9842,None,2508,781661882474196992
3762,None,1047,781655249211752448
19519,None,5125,781524693396357120
6714,None,2374,781308096455073793
7891,None,1919,781251288990355457
9239,None,2572,781163403222056960
20428,None,6702,780931614150983680
6774,None,1855,780858289093574656
5174,None,1196,780800785462489090
11394,None,3114,780601303617732608
5934,None,1623,780543529827336192
0,None,3408,780496263422808064
0,None,103,780476555013349377
4981,None,999,780459368902959104
8183,None,2075,780192070812196864
0,None,2120,780092040432480260
11387,None,4554,780074436359819264
17699,None,6479,779834332596887552
8229,None,2872,779377524342161408
0,None,16934,779124354206535695
13839,None,4191,779056095788752897
18690,None,6626,778990705243029504
0,None,9107,778774459159379968
819,None,337,778764940568104960
6442,None,1203,778748913645780993
5405,None,1384,778650543019483137
4328,None,940,778624900596654080
12829,None,3992,778408200802557953
0,None,11284,778396591732486144
5487,None,1018,778383385161035776
9711,None,3050,778286810187399168
7957,None,2453,778039087836069888
6174,None,1490,778027034220126208
0,None,3252,777953400541634568
5982,None,1511,777885040357281792
10578,None,2716,777684233540206592
0,None,3904,777641927919427584
8193,None,2329,777621514455814149
13267,None,3972,777189768882946048
0,None,12529,776819012571455488
4595,None,1110,776813020089548800
8216,None,2545,776477788987613185
0,None,8412,776249906839351296
28001,None,14638,776218204058357768
8998,None,2328,776201521193218049
11073,None,4009,776113305656188928
1710,None,141,776088319444877312
0,None,15454,775898661951791106
11002,None,2452,775842724423557120
13025,None,3689,775733305207554048
12236,None,4260,775729183532220416
6918,None,2707,775364825476165632
9545,None,3612,775350846108426240
14581,None,4351,775085132600442880
8108,None,1650,774757898236878852
6344,None,1609,774639387460112384
20467,None,5056,774314403806253056
10122,None,3573,773985732834758656
6042,None,1615,773922284943896577
6222,None,1494,773704687002451968
5042,None,1220,773670353721753600
20761,None,5669,773547596996571136
0,None,4652,773336787167145985
21907,None,6924,773308824254029826
8856,None,2990,773247561583001600
9352,None,3790,773191612633579521
8022,None,3568,772877495989305348
7551,None,2199,772826264096874500
0,None,3101,772615324260794368
6085,None,1578,772581559778025472
5660,None,1285,772193107915964416
3579,None,1048,772152991789019136
3535,None,685,772117678702071809
2574,None,440,772114945936949249
3761,None,861,772102971039580160
6160,None,1747,771908950375665664
11245,None,3130,771770456517009408
7746,None,2413,771500966810099713
9883,None,4652,771380798096281600
0,None,6866,771171053431250945
8575,None,2699,771136648247640064
5846,None,1324,771102124360998913
6464,None,1533,771014301343748096
4604,None,1099,770787852854652928
4875,None,1319,770772759874076672
6902,None,1660,770655142660169732
5920,None,1919,770414278348247044
5836,None,1351,770293558247038976
0,None,2801,770093767776997377
7120,None,2115,770069151037685760
29198,None,8796,769940425801170949
6024,None,1556,769695466921623552
0,None,7103,769335591808995329
5067,None,1592,769212283578875904
13357,None,5972,768970937022709760
0,None,2427,768909767477751808
3919,None,819,768855141948723200
3844,None,1094,768609597686943744
4722,None,1183,768596291618299904
0,None,5364,768554158521745409
12738,None,3149,768473857036525572
10144,None,3252,768193404517830656
4452,None,1261,767884188863397888
14936,None,4937,767754930266464257
7024,None,2139,767500508068192258
11496,None,3455,767191397493538821
9518,None,2628,767122157629476866
4727,None,1249,766793450729734144
2458,None,345,766714921925144576
3782,None,727,766693177336135680
5613,None,1449,766423258543644672
6324,None,1726,766313316352462849
0,None,2410,766078092750233600
3926,None,770,766069199026450432
3524,None,456,766008592277377025
6784,None,1983,765719909049503744
4843,None,1127,765669560888528897
25040,None,3096,765395769549590528
6658,None,1995,765371061932261376
10892,None,3101,765222098633691136
6062,None,1641,764857477905154048
5621,None,1382,764259802650378240
730,None,49,763956972077010945
11718,None,3789,763837565564780549
5042,None,1351,763183847194451968
0,None,2739,763167063695355904
6904,None,2109,763103485927849985
11326,None,3293,762699858130116608
10483,None,5876,762471784394268675
9611,None,3807,762464539388485633
4491,None,1026,762316489655476224
29712,None,14227,762035686371364864
5027,None,1816,761976711479193600
0,None,3571,761750502866649088
4004,None,790,761745352076779520
46130,None,26611,761672994376806400
3871,None,1096,761599872357261312
0,None,16577,761371037149827077
4811,None,1332,761334018830917632
4173,None,998,761292947749015552
4980,None,1437,761227390836215808
10616,None,3200,761004547850530816
3563,None,885,760893934457552897
6159,None,1741,760656994973933572
4658,None,1184,760641137271070720
7056,None,3323,760539183865880579
3909,None,1278,760521673607086080
24997,None,10522,760290219849637889
3693,None,795,760252756032651264
5330,None,1641,760190180481531904
0,None,28,760153949710192640
5512,None,1924,759943073749200896
6266,None,1792,759846353224826880
5562,None,1756,759793422261743616
4388,None,1100,759557299618865152
7913,None,2267,759447681597108224
1558,None,453,759446261539934208
5681,None,1797,759197388317847553
0,None,1065,759159934323924993
13582,None,3804,759099523532779520
6054,None,1844,759047813560868866
3313,None,838,758854675097526272
10438,None,3538,758828659922702336
5365,None,1496,758740312047005698
3544,None,911,758474966123810816
4460,None,2025,758467244762497024
4859,None,1756,758405701903519748
3142,None,956,758355060040593408
17641,None,9107,758099635764359168
2521,None,338,758041019896193024
6384,None,3011,757741869644341248
0,None,7180,757729163776290825
4242,None,1108,757725642876129280
4281,None,1003,757611664640446465
0,None,277,757597904299253760
4058,None,954,757596066325864448
14101,None,6292,757400162377592832
5428,None,1573,757393109802180609
4198,None,1298,757354760399941633
5856,None,1829,756998049151549440
6188,None,1831,756939218950160384
4682,None,1190,756651752796094464
9679,None,3287,756526248105566208
3681,None,1002,756303284449767430
41073,None,16250,756288534030475264
5959,None,1402,756275833623502848
6809,None,2615,755955933503782912
15258,None,4886,755206590534418437
19667,None,10148,755110668769038337
0,None,7216,754874841593970688
6427,None,2305,754856583969079297
2408,None,476,754747087846248448
4917,None,1785,754482103782404096
3493,None,671,754449512966619136
7364,None,2153,754120377874386944
5435,None,1983,753655901052166144
7314,None,3225,753420520834629632
5338,None,1723,753398408988139520
7114,None,2120,753375668877008896
0,None,5185,753298634498793472
3117,None,955,753294487569522689
34497,None,19108,753039830821511168
3641,None,874,753026973505581056
11721,None,6275,752932432744185856
6490,None,1437,752917284578922496
0,None,2604,752701944171524096
5576,None,1454,752682090207055872
4066,None,1418,752660715232722944
5104,None,2076,752568224206688256
6832,None,3144,752519690950500352
3580,None,1006,752334515931054080
0,None,14855,752309394570878976
5526,None,1664,752173152931807232
2840,None,830,751950017322246144
4813,None,1195,751937170840121344
5421,None,1782,751830394383790080
5373,None,2607,751793661361422336
7389,None,2821,751598357617971201
4089,None,1001,751583847268179968
4699,None,1143,751538714308972544
2993,None,920,751456908746354688
11697,None,5370,751251247299190784
5886,None,1659,751205363882532864
4717,None,1179,751132876104687617
4437,None,1241,750868782890057730
