favorite_count,hashtag,retweet_count,tweet_id
12221,None,4572,750719632563142656
4123,None,1043,750506206503038976
12269,None,3904,750429297815552001
4254,None,1038,750383411068534784
666,None,26,750381685133418496
2897,None,873,750147208377409536
3352,None,1174,750132105863102464
4037,None,1204,750117059602808832
2836,None,772,750101899009982464
2020,None,490,750086836815486976
7227,None,3020,750071704093859840
2946,None,817,750056684286914561
2951,None,564,750041628174217216
2519,None,717,750026558547456000
2996,None,819,750011400160841729
2819,None,754,749996283729883136
4766,None,2270,749981277374128128
4339,None,1205,749774190421639168
5655,None,1505,749417653287129088
2429,None,489,749403093750648834
7935,None,3142,749395845976588288
5082,None,2038,749317047558017024
5349,None,1878,749075273010798592
4488,None,1400,749064354620928000
2873,None,728,749036806121881602
9991,None,3120,748977405889503236
5393,None,2052,748932637671223296
2577,BarkWeek,871,748705597323898880
4398,None,1452,748699167502000129
3942,None,1223,748692773788876800
5613,None,1799,748575535303884801
2039,None,606,748568946752774144
4837,None,1119,748346686624440324
7028,BarkWeek,3721,748337862848962560
3440,None,689,748324050481647620
3434,None,652,748307329658011649
13099,None,7079,748220828303695873
5362,None,1949,747963614829678593
6157,None,2344,747933425676525569
2712,None,876,747885874273214464
2618,BarkWeek,672,747844099428986880
4489,None,1053,747816857231626240
1269,None,143,747651430853525504
11926,None,5303,747648653817413632
2164,None,520,747600769478692864
3414,None,945,747594051852075008
5109,None,1470,747512671126323200
3581,None,938,747461612269887489
5022,None,1749,747439450712596480
0,None,2617,747242308580548608
4874,None,1433,747219827526344708
3117,None,828,747204161125646336
8861,None,3611,747103485104099331
2707,None,269,746906459439529985
5547,None,1935,746872823977771008
4936,None,1591,746818907684614144
4505,None,1456,746790600704425984
8808,None,3544,746757706116112384
5617,None,1633,746726898085036033
4673,None,1739,746542875601690625
0,None,898,746521445350707200
4333,None,989,746507379341139972
5745,None,1482,746369468511756288
6366,None,1991,746131877086527488
3314,None,737,746056683365994496
3652,None,960,745789745784041472
6483,None,2116,745712589599014916
6522,None,2300,745433870967832576
7928,None,2189,745422732645535745
6584,None,2471,745314880350101504
7243,None,3174,745074613265149952
6732,None,2046,745057283344719872
2731,None,566,744995568523612160
7273,None,2434,744971049620602880
5209,None,1430,744709971296780288
6319,None,1924,744334592493166593
144251,None,70335,744234799360020481
1530,None,323,744223424764059648
3884,None,1000,743980027717509120
3392,None,875,743895849529389061
0,None,1860,743835915802583040
4148,None,1268,743609206067040256
16894,None,5936,743595368194129920
3265,None,859,743545585370791937
7396,None,3409,743510151680958465
3921,None,1114,743253157753532416
5715,None,1728,743222593470234624
3548,None,1232,743210557239623680
6538,None,3264,742534281772302336
4089,None,1790,742528092657332225
6730,None,3584,742465774154047488
9063,None,3408,742423170473463808
6268,None,1770,742385895052087300
3986,None,1238,742161199639494656
4694,None,1393,742150209887731712
4207,None,1380,741793263812808706
7531,None,2486,741743634094141440
3406,None,744,741438259667034112
8104,None,2907,741303864243200000
9192,None,5002,741099773336379392
8833,None,2801,741067306818797568
5806,None,2458,740995100998766593
3140,None,858,740711788199743490
2646,None,705,740699697422163968
16787,None,6182,740676976021798912
32469,None,12087,740373189193256964
2243,None,384,740365076218183684
3042,None,794,740359016048689152
6166,None,1778,740214038584557568
18451,None,5364,739979191639244800
3745,None,982,739932936087216128
3514,None,785,739844404073074688
3490,None,1236,739623569819336705
4975,None,1487,739606147276148736
36363,None,19187,739544079319588864
6582,None,2633,739485634323156992
106799,None,52635,739238157791694849
89,None,6,738891149612572673
3494,None,1042,738885046782832640
3034,None,718,738883359779196928
4691,None,1392,738537504001953792
2999,None,737,738402415918125056
3960,None,1103,738184450748633089
8049,None,3023,738166403467907072
2277,None,581,738156290900254721
4820,None,1601,737826014890496000
9239,None,3161,737800304142471168
4624,None,1192,737678689543020544
9416,None,4040,737445876994609152
3315,None,728,737322739594330112
13479,None,6724,737310737551491075
3866,None,1537,736736130620620800
16287,None,6630,736392552031657984
3651,None,1110,736365877722001409
7467,None,2533,736225175608430592
7223,None,2694,736010884653420544
3288,None,1032,735991953473572864
3720,None,1005,735648611367784448
5645,None,2134,735635087207878657
12013,None,4531,735274964362878976
3053,None,801,735256018284875776
2873,None,876,735137028879360001
2537,None,471,734912297295085568
11527,None,5739,734787690684657664
2312,None,487,734776360183431168
1373,None,353,734559631394082816
3297,None,714,733828123016450049
3383,None,921,733822306246479872
2876,None,851,733482008106668032
3864,None,1135,733460102733135873
49226,None,15454,733109485275860992
2223,None,481,732732193018155009
3286,None,794,732726085725589504
3351,None,712,732585889486888962
7415,None,2274,732375214819057664
13657,None,4861,732005617171337216
3213,None,899,731285275100512256
3541,None,1140,731156023742988288
5627,None,1781,730924654643314689
4453,None,1906,730573383004487680
3195,None,937,730427201120833536
3481,None,956,730211855403241472
4434,None,1700,730196704625098752
3708,None,1009,729854734790754305
1599,None,338,729838605770891264
3646,None,1122,729823566028484608
5304,None,2082,729463711119904772
1735,None,287,729113531270991872
2881,None,736,728986383096946689
4279,None,1535,728760639972315136
2534,None,614,728751179681943552
3053,None,945,728653952833728512
4488,None,1820,728409960103686147
3418,None,875,728387165835677696
3923,None,1080,728046963732717569
4150,None,1507,728035342121635841
3783,None,989,728015554473250816
2718,None,573,727685679342333952
5374,None,1584,727644517743104000
4098,None,1079,727524757080539137
3060,None,670,727314416056803329
2819,None,744,727286334147182592
3586,None,1238,727175381690781696
3320,None,1194,727155742655025152
6284,None,2198,726935089318363137
3525,None,1365,726887082820554753
3299,None,911,726828223124897792
4072,None,1042,726224900189511680
6514,None,2410,725842289046749185
3841,None,1240,725786712245440512
4788,None,1603,725729321944506368
1300,None,554,725458796924002305
3436,None,1165,724983749226668032
2149,None,566,724771698126512129
4861,None,1508,724405726123311104
3973,None,1615,724049859469295616
2451,None,512,724046343203856385
3827,None,1387,724004602748780546
3583,None,1123,723912936180330496
7029,None,2636,723688335806480385
2785,None,812,723673163800948736
4857,None,1685,723179728551723008
3761,None,1428,722974582966214656
4584,None,1492,722613351520608256
4215,None,1640,721503162398597120
2342,None,551,721001180231503872
2860,None,698,720785406564900865
2250,None,564,720775346191278080
3783,None,1355,720415127506415616
5856,None,2259,720389942216527872
2618,None,872,720340705894408192
3549,None,1015,720059472081784833
4563,None,1813,720043174954147842
4473,None,1589,719991154352222208
4171,None,1293,719704490224398336
4640,None,1707,719551379208073216
2598,None,686,719367763014393856
4090,None,1117,719339463458033665
3177,None,854,719332531645071360
3199,None,984,718971898235854848
4797,None,1580,718939241951195136
17304,None,7204,718631497683582976
2253,None,427,718613305783398402
2241,None,920,718540630683709445
2501,None,474,718460005985447936
4497,None,1375,718454725339934721
1759,None,446,718246886998687744
3560,None,912,718234618122661888
2266,None,542,717841801130979328
2632,None,985,717790033953034240
5304,None,1657,717537687239008257
1475,None,405,717428917016076293
2886,None,756,717421804990701568
5789,None,1733,717047459982213120
2972,None,867,717009362452090881
3960,None,1048,716802964044845056
7738,None,1457,716791146589110272
1132,None,395,716730379797970944
11969,None,5299,716447146686459905
2190,FinalFur,189,716439118184652801
2550,None,962,716285507865542656
6239,None,1702,716080869887381504
2928,None,792,715928423106027520
3408,None,1282,715758151270801409
4277,None,1524,715733265223708672
2552,None,511,715704790270025728
3605,None,1160,715696743237730304
3961,None,1441,715680795826982913
5028,None,1408,715360349751484417
2788,None,621,715342466308784130
2202,None,585,715220193576927233
4743,None,1682,715200624753819648
3811,None,1104,715009755312439296
3423,None,931,714982300363173890
6744,None,3829,714962719905021952
3806,None,1277,714957620017307648
3012,None,894,714631576617938945
3337,None,827,714606013974974464
2448,None,1006,714485234495041536
2813,None,667,714258258790387713
3022,None,757,714251586676113411
2111,None,796,714214115368108032
3996,None,1277,714141408463036416
3038,None,720,713919462244790272
1747,None,483,713909862279876608
2612,None,660,713900603437621249
4454,None,1237,713761197720473600
4090,None,1184,713411074226274305
6637,None,2586,713177543487135744
4080,None,1328,713175907180089344
17510,None,6071,712809025985978368
11296,None,4499,712717840512598017
3818,None,1097,712668654853337088
4898,None,1415,712438159032893441
221,None,24,712309440758808576
3450,None,930,712097430750289920
2705,None,811,712092745624633345
3011,None,434,712085617388212225
2073,None,567,712065007010385924
0,LoveTwitter,120,711998809858043904
7409,None,2089,711968124745228288
2612,None,906,711743778164514816
8069,None,3683,711732680602345472
30213,None,16577,711694788429553666
3542,None,819,711652651650457602
3320,None,1015,711363825979756544
3043,None,676,711306686208872448
2736,None,559,711008018775851008
4210,None,1258,710997087345876993
2347,None,610,710844581445812225
2465,None,476,710833117892898816
2135,None,512,710658690886586372
4423,None,2150,710609963652087808
4170,None,1696,710588934686908417
2197,None,668,710296729921429505
1993,None,478,710283270106132480
4139,None,1137,710272297844797440
2191,None,1012,710269109699739648
2677,None,808,710153181850935296
2513,None,799,710140971284037632
5020,None,1778,710117014656950272
3219,None,992,709918798883774466
607,None,92,709901256215666688
3227,None,1086,709852847387627521
3251,None,1070,709566166965075968
3014,None,974,709556954897764353
1385,None,219,709519240576036864
2021,None,517,709449600415961088
2420,None,616,709409458133323776
2199,None,520,709225125749587968
11399,None,5169,709207347839836162
2262,None,589,709198395643068416
1851,None,608,709179584944730112
1873,None,363,709158332880297985
4317,None,1476,709042156699303936
1667,None,592,708853462201716736
2739,None,801,708845821941387268
1548,None,448,708834316713893888
15208,None,6239,708810915978854401
2532,None,737,708738143638450176
2332,None,638,708711088997666817
2337,None,616,708479650088034305
2849,None,729,708469915515297792
14642,None,9042,708400866336894977
3299,None,1198,708356463048204288
2186,None,676,708349470027751425
3981,None,1412,708149363256774660
3092,None,784,708130923141795840
2473,None,896,708119489313951744
1796,None,501,708109389455101952
4059,None,1747,708026248782585858
2863,None,1013,707995814724026368
45,None,2,707983188426153984
2481,None,866,707969809498152960
3006,None,871,707776935007539200
2287,None,554,707741517457260545
3725,None,2197,707738799544082433
3121,None,915,707693576495472641
2351,None,781,707629649552134146
15560,None,5707,707610948723478529
2067,None,632,707420581654872064
2116,None,543,707411934438625280
3210,None,1144,707387676719185920
3005,None,974,707377100785885184
2281,None,577,707315916783140866
2576,None,707,707297311098011648
2396,None,619,707059547140169728
2014,None,716,707038192327901184
3724,None,1220,707021089608753152
2109,None,538,707014260413456384
13406,None,7103,706904523814649856
1881,None,521,706901761596989440
3022,None,890,706681918348251136
2345,None,982,706644897839910912
1981,None,580,706593038911545345
3184,None,1286,706538006853918722
2870,None,929,706516534877929472
3163,None,841,706346369204748288
19502,None,7116,706310011488698368
1566,None,434,706291001778950144
2513,None,847,706265994973601792
3574,None,2000,706169069255446529
4714,None,1445,706166467411222528
1354,None,343,706153300320784384
2858,None,661,705975130514706432
2919,None,795,705970349788291072
2174,None,494,705898680587526145
1787,None,466,705786532653883392
2907,None,1026,705591895322394625
2735,None,823,705475953783398401
4058,None,1456,705442520700944385
3502,None,1515,705428427625635840
2767,None,676,705239209544720384
2372,None,712,705223444686888960
1954,None,472,705102439679201280
2012,None,556,705066031337840642
3957,None,1014,704871453724954624
2066,None,476,704859558691414016
4688,None,1363,704847917308362754
2446,None,895,704819833553219584
6117,None,2617,704761120771465216
2654,None,901,704499785726889984
687,None,71,704491224099647488
3141,None,978,704480331685040129
7320,None,3225,704364645503647744
1442,None,313,704347321748819968
1384,None,411,704134088924532736
1711,None,519,704113298707505153
2690,None,841,704054845121142784
1700,None,404,703774238772166656
3008,None,1018,703769065844768768
2357,None,600,703631701117943808
3539,None,1379,703611486317502464
3488,None,1217,703425003149250560
2253,None,623,703407252292673536
3213,None,1026,703382836347330562
1761,None,344,703356393781329922
1826,None,494,703268521220972544
6799,None,2796,703079050210877440
24296,None,11284,703041949650034688
2366,None,650,702932127499816960
1478,None,411,702899151802126337
2971,None,963,702684942141153280
2015,None,506,702671118226825216
11305,None,3128,702598099714314240
2637,None,864,702539513671897089
2928,None,1384,702332542343577600
3018,None,948,702321140488925184
2276,None,694,702276748847800320
4382,None,1222,702217446468493312
3151,None,888,701981390485725185
3535,None,927,701952816642965504
3239,None,1254,701889187134500865
3111,None,1503,701805642395348998
1921,None,415,701601587219795968
2573,None,837,701570477911896070
2445,None,549,701545186879471618
11254,None,4626,701214700881756160
2035,None,509,700890391244103680
2393,None,555,700864154249383937
2267,None,449,700847567345688576
2250,None,855,700796979434098688
20981,None,8412,700747788515020802
2386,None,720,700518061187723268
2099,None,521,700505138482569216
3775,None,1622,700462010979500032
2424,None,652,700167517596164096
2050,None,607,700151421916807169
6905,None,2427,700143752053182464
2444,None,611,700062718104104960
1912,None,528,700029284593901568
3026,None,1198,700002074055016451
2769,None,846,699801817392291840
2055,None,469,699788877217865730
2498,None,1104,699779630832685056
1799,None,538,699775878809702401
9433,None,4147,699691744225525762
5497,None,2394,699446877801091073
2024,None,464,699434518667751424
1250,None,287,699423671849451520
1927,None,569,699413908797464576
1745,None,391,699370870310113280
2890,None,783,699323444782047232
2081,None,561,699088579889332224
2254,None,570,699079609774645248
2709,None,1076,699072405256409088
3419,None,1614,699060279947165696
2397,None,1088,699036661657767936
3074,None,876,698989035503689728
2478,None,824,698953797952008193
2332,None,553,698907974262222848
2262,None,616,698710712454139905
1323,None,335,698703483621523456
1199,None,312,698635131305795584
2146,None,558,698549713696649216
1702,None,394,698355670425473025
2072,None,868,698342080612007937
4391,None,1793,698262614669991936
15488,None,5438,698195409219559425
2585,None,674,698178924120031232
1409,None,305,697995514407682048
3010,None,1167,697990423684476929
2194,None,613,697943111201378304
2772,None,1054,697881462549430272
1597,None,497,697630435728322560
2890,None,921,697616773278015490
2767,None,1131,697596423848730625
1882,None,452,697575480820686848
1872,None,990,697516214579523584
2231,None,598,697482927769255936
3161,None,1267,697463031882764288
4339,None,1712,697270446429966336
3035,None,900,697259378236399616
2842,None,1052,697255105972801536
2324,None,615,697242256848379904
2911,None,933,696900204696625153
2165,None,615,696894894812565505
4440,None,1625,696886256886657024
2254,None,636,696877980375769088
1369,None,328,696754882863349760
1886,None,833,696744641916489729
2169,None,583,696713835009417216
3629,None,1561,696518437233913856
1133,None,127,696490539101908992
2303,None,925,696488710901260288
2921,None,1050,696405997980676096
1772,None,584,696100768806522880
2754,None,1051,695816827381944320
2912,None,706,695794761660297217
1706,None,664,695767669421768709
4189,None,1890,695629776980148225
4085,None,1649,695446424020918272
7973,None,3234,695409464418041856
3329,None,1295,695314793360662529
2448,None,549,695095422348574720
2600,None,990,695074328191332352
1473,None,527,695064344191721472
2428,None,715,695051054296211456
2489,None,817,694925794720792577
2532,None,834,694905863685980160
32944,None,13051,694669722378485760
1386,None,250,694356675654983680
1877,None,539,694352839993344000
1459,None,431,694342028726001664
1817,None,449,694329668942569472
3810,None,1848,694206574471057408
2704,None,842,694183373896572928
3134,None,923,694001791655137281
1730,None,357,693993230313091072
1619,None,328,693942351086120961
2473,None,517,693647888581312512
1264,None,115,693644216740769793
2345,None,376,693642232151285760
2255,None,719,693629975228977152
1415,None,336,693622659251335168
4651,None,1775,693590843962331137
1514,None,222,693582294167244802
1622,None,565,693486665285931008
3081,None,1120,693280720173801472
2196,None,731,693267061318012928
2041,None,452,693262851218264065
2648,None,669,693231807727280129
7252,None,2890,693155686491000832
1557,None,549,693109034023534592
1698,None,404,693095443459342336
2492,None,696,692919143163629568
2233,None,790,692905862751522816
1612,None,536,692901601640583168
2077,None,713,692894228850999298
2655,None,795,692828166163931137
6266,None,3293,692752401762250755
4028,None,1392,692568918515392513
2900,None,1232,692535307825213440
1695,None,368,692530551048294401
1366,None,197,692423280028966913
8641,None,3131,692417313023332352
2331,None,743,692187005137076224
1970,None,718,692158366030913536
1509,None,353,692142790915014657
3112,None,1130,692041934689402880
2670,None,869,692017291282812928
3643,None,1489,691820333922455552
7479,None,3820,691793053716221953
2595,None,884,691756958957883396
1794,None,459,691675652215414786
2196,None,500,691483041324204033
3722,None,1019,691459709405118465
2430,None,750,691444869282295808
17805,None,6896,691416866452082688
2378,None,599,691321916024623104
2755,None,792,691096613310316544
1603,None,305,691090071332753408
5440,None,2608,690989312272396288
3307,notallpuppers,1112,690959652130045952
3764,None,1745,690938899477221376
3019,None,905,690932576555528194
3489,None,1149,690735892932222976
1994,None,465,690728923253055490
2145,None,744,690690673629138944
1198,None,248,690649993829576704
278,None,14,690607260360429569
1779,None,546,690597161306841088
1740,None,406,690400367696297985
2964,None,759,690374419777196032
2442,None,789,690360449368465409
1365,None,461,690348396616552449
1537,None,369,690248561355657216
2577,None,922,690021994562220032
2295,None,659,690015576308211712
3380,None,1533,690005060500217858
1303,None,328,689999384604450816
1347,None,404,689993469801164801
1262,None,407,689977555533848577
2253,None,622,689905486972461056
2790,None,1043,689877686181715968
2012,None,688,689835978131935233
2993,None,850,689661964914655233
9509,None,3462,689659372465688576
2039,None,579,689623661272240129
10737,None,5005,689599056876867584
1895,None,403,689557536375177216
3120,None,1294,689517482558820352
2066,None,845,689289219123089408
3010,None,1004,689283819090870273
1820,None,638,689280876073582592
1051,None,225,689275259254616065
2344,None,972,689255633275777024
2853,None,895,689154315265683456
1862,None,454,689143371370250240
2490,None,772,688916208532455424
1940,None,706,688908934925697024
1919,None,710,688898160958271489
2058,None,618,688894073864884227
1273,None,321,688828561667567616
886,None,168,688804835492233216
2048,None,604,688789766343622656
2394,None,626,688547210804498433
2146,None,657,688519176466644993
8519,None,4074,688385280030670848
2074,None,751,688211956440801280
1976,None,527,688179443353796608
2603,None,696,688116655151435777
1593,None,322,688064179421470721
5009,None,2247,687841446767013888
2514,None,1007,687826841265172480
2279,None,862,687818504314159109
2196,None,656,687807801670897665
1614,None,594,687732144991551489
2239,None,764,687704180304273409
1800,None,469,687664829264453632
1753,None,527,687494652870668288
1473,None,221,687480748861947905
1824,None,481,687476254459715584
1906,None,490,687460506001633280
1744,None,551,687399393394311168
18607,None,8323,687317306314240000
3998,None,1726,687312378585812992
4967,None,2047,687127927494963200
2013,None,460,687124485711986689
5346,None,2225,687109925361856513
2167,None,870,687102708889812993
2072,None,551,687096057537363968
7973,None,2899,686947101016735744
3234,None,1254,686760001961103360
3193,None,1314,686749460672679938
3792,None,1087,686730991906516992
2604,None,729,686683045143953408
3406,None,1237,686618349602762752
1748,None,490,686606069955735556
1588,None,630,686394059078897668
3003,None,791,686386521809772549
2043,None,514,686377065986265092
1993,None,597,686358356425093120
3705,None,1519,686286779679375361
2062,None,665,686050296934563840
1059,None,103,686035780142297088
2832,None,1035,686034024800862208
2273,None,363,686007916130873345
1676,None,562,686003207160610816
1931,None,477,685973236358713344
1494,None,533,685943807276412928
6881,None,2580,685906723014619143
1884,None,110,685681090388975616
2178,None,507,685667379192414208
2967,None,1330,685663452032069632
2682,None,694,685641971164143616
30305,None,14078,685547936038666240
2800,None,1043,685532292383666176
8657,None,3571,685325112850124800
2437,None,578,685321586178670592
3023,None,942,685315239903100929
1919,None,395,685307451701334016
2829,None,1070,685268753634967552
2135,None,588,685198997565345792
3773,None,1272,685169283572338688
2214,None,326,684969860808454144
6282,None,2804,684959798585110529
2962,None,944,684940049151070208
3209,None,417,684926975086034944
3212,None,1320,684914660081053696
1715,None,463,684902183876321280
1917,None,722,684880619965411328
32269,None,19615,684830982659280897
2512,None,899,684800227459624960
8164,None,3164,684594889858887680
3802,None,1274,684588130326986752
2753,None,1101,684567543613382656
2432,None,852,684538444857667585
3556,None,1069,684481074559381504
1812,None,502,684460069371654144
7466,None,2939,684241637099323392
1137,None,183,684225744407494656
3505,None,1238,684222868335505415
1980,None,943,684200372118904832
1757,None,453,684195085588783105
3211,None,1046,684188786104872960
1863,None,592,684177701129875456
2735,None,1367,684147889187209216
1858,None,425,684122891630342144
3777,None,1293,684097758874210310
3510,None,1017,683857920510050305
1789,None,315,683852578183077888
2409,None,850,683849932751646720
2405,None,1017,683834909291606017
2578,None,969,683828599284170753
3065,None,1218,683773439333797890
5959,None,2992,683742671509258241
6771,None,2604,683515932363329536
2923,None,872,683498322573824003
2442,None,901,683481228088049664
2240,None,620,683462770029932544
3571,None,1455,683449695444799489
7032,None,2172,683391852557561860
2661,None,822,683357973142474752
2639,None,931,683142553609318400
3138,None,814,683111407806746624
1992,None,587,683098815881154561
1852,None,517,683078886620553216
1995,None,666,683030066213818368
33686,None,14821,682962037429899265
1625,None,154,682808988178739200
2276,None,1015,682788441537560576
1399,None,398,682750546109968385
1211,None,333,682697186228989953
2806,None,987,682662431982772225
1899,None,534,682638830361513985
3174,None,1042,682429480204398592
6949,None,1584,682406705142087680
2063,None,595,682393905736888321
1535,None,423,682389078323662849
2811,None,883,682303737705140231
3796,None,1077,682259524040966145
2959,None,1036,682242692827447297
16735,None,8847,682088079302213632
4530,None,1525,682059653698686977
2944,None,845,682047327939461121
6041,None,1788,682032003584274432
2856,None,1365,682003177596559360
2590,None,917,681981167097122816
2265,None,744,681891461017812993
11779,None,3679,681694085539872773
1628,None,399,681679526984871937
2411,None,819,681654059175129088
1725,None,416,681610798867845120
3241,None,1172,681579835668455424
13131,None,5185,681523177663676416
1515,None,246,681340665377193984
8542,None,3692,681339448655802368
2403,None,671,681320187870711809
3589,None,1618,681302363064414209
2950,None,852,681297372102656000
2957,None,993,681281657291280384
1331,None,235,681261549936340994
1351,None,469,681242418453299201
2230,None,436,681231109724700672
3403,None,1332,681193455364796417
2203,None,583,680970795137544192
4203,None,1816,680959110691590145
2921,None,935,680940246314430465
1907,None,391,680934982542561280
2207,None,562,680913438424612864
1610,None,323,680889648562991104
3174,None,1182,680836378243002368
1971,None,607,680805554198020098
2181,None,739,680801747103793152
2599,None,937,680798457301471234
2407,None,622,680609293079592961
3293,None,1186,680583894916304897
3877,None,1728,680497766108381184
1571,None,438,680494726643068929
2341,None,668,680473011644985345
1320,None,438,680440374763077632
1356,None,260,680221482581123072
2578,None,1041,680206703334408192
1972,None,440,680191257256136705
3551,None,1390,680176173301628928
2134,None,669,680161097740095489
3305,None,1556,680145970311643136
2109,None,854,680130881361686529
2491,None,822,680115823365742593
3293,None,1244,680100725817409536
11707,None,8120,680085611152338944
2379,None,771,680070545539371008
1787,None,575,679877062409191424
2011,None,595,679872969355714560
2243,None,553,679862121895714818
2607,None,1098,679854723806179328
2182,None,686,679844490799091713
33052,None,12529,679828447187857408
2851,None,991,679777920601223168
1908,None,713,679736210798047232
1988,None,746,679729593985699840
1534,None,425,679722016581222400
4356,None,1877,679530280114372609
2420,None,648,679527802031484928
3063,None,1142,679511351870550016
2903,None,1331,679503373272485890
1915,None,578,679475951516934144
29299,None,16934,679462823135686656
2155,None,1071,679405845277462528
19363,None,7216,679158373988876288
2549,None,919,679148763231985668
2691,None,1032,679132435750195208
5413,None,2300,679111216690831360
15442,None,7180,679062614270468097
2051,None,585,679047485189439488
2587,None,1092,679001094530465792
2062,None,1014,678991772295516161
1498,None,408,678969228704284672
2348,None,817,678800283649069056
3155,None,1024,678798276842360832
2569,None,819,678774928607469569
3215,None,1222,678767140346941444
1477,None,413,678764513869611008
6464,None,2918,678755239630127104
3388,None,1484,678740035362037760
5111,None,2177,678708137298427904
2595,None,1311,678675843183484930
1874,None,359,678643457146150913
3648,None,1370,678446151570427904
4985,None,2263,678424312106393600
3815,None,1606,678410210315247616
73199,None,28462,678399652199309312
1451,None,373,678396796259975168
1708,None,380,678389028614488064
2230,None,821,678380236862578688
1570,None,472,678341075375947776
1180,None,222,678334497360859136
10386,None,5470,678278586130948096
1446,None,327,678255464182861824
1739,None,340,678023323247357953
12336,None,5605,678021115718029313
3130,None,1521,677961670166224897
1215,None,364,677918531514703872
4383,None,1836,677895101218201600
2781,None,874,677716515794329600
3103,None,1285,677700003327029250
1116,None,286,677698403548192770
2250,None,751,677687604918272002
3025,None,1345,677673981332312066
1769,None,840,677662372920729601
1704,None,725,677644091929329666
1932,None,598,677573743309385728
1187,None,409,677565715327688705
2215,None,1012,677557565589463040
6304,None,3282,677547928504967168
963,None,204,677530072887205888
2755,None,1545,677335745548390400
1224,None,250,677334615166730240
986,None,207,677331501395156992
3325,None,1338,677328882937298944
1496,None,469,677314812125323265
1111,None,354,677301033169788928
1794,None,636,677269281705472000
3197,None,1461,677228873407442944
2475,None,807,677187300187611136
2523,None,949,676975532580409345
2020,None,719,676957860086095872
1180,None,348,676949632774234114
1952,None,771,676948236477857792
1573,None,326,676946864479084545
1869,None,665,676942428000112642
11590,None,4416,676936541936185344
2689,None,1611,676916996760600576
2051,None,646,676897532954456065
1883,None,623,676864501615042560
20650,None,13725,676821958043033607
1652,None,599,676819651066732545
1302,None,379,676811746707918848
4504,None,1796,676776431406465024
2611,None,854,676617503762681856
984,None,176,676613908052996102
1720,None,386,676606785097199616
1037,None,339,676603393314578432
4122,None,1883,676593408224403456
838,None,110,676590572941893632
2076,None,696,676588346097852417
1074,None,251,676582956622721024
2320,None,985,676575501977128964
1694,None,487,676533798876651520
1373,None,471,676496375194980353
10547,None,4166,676470639084101634
1559,None,587,676440007570247681
1261,None,302,676430933382295552
1890,None,483,676263575653122048
1089,None,249,676237365392908289
70669,None,27647,676219687039057920
1569,None,516,676215927814406144
2050,None,915,676191832485810177
1747,None,585,676146341966438401
1961,None,1023,676121918416756736
2578,None,1047,676101918813499392
2668,None,1245,676098748976615425
1178,None,389,676089483918516224
1441,None,506,675898130735476737
1919,None,761,675891555769696257
2113,None,839,675888385639251968
3777,None,1237,675878199931371520
1464,None,496,675870721063669760
2417,None,1132,675853064436391936
864,None,123,675849018447167488
2044,None,775,675845657354215424
1385,None,474,675822767435051008
956,None,206,675820929667219457
9300,None,3041,675798442703122432
1451,None,418,675781562965868544
1056,None,295,675740360753160193
1683,None,717,675710890956750848
1783,None,597,675707330206547968
582,None,85,675706639471788032
1661,None,361,675534494439489536
1067,None,329,675531475945709568
936,None,249,675522403582218240
1146,None,407,675517828909424640
15511,None,5202,675501075957489664
2815,None,1130,675497103322386432
1148,None,526,675489971617296384
1659,None,853,675483430902214656
1359,None,501,675432746517426176
1524,None,452,675372240448454658
941,None,192,675362609739206656
29389,None,14855,675354435921575936
3522,None,1996,675349384339542016
2482,None,1127,675334060156301312
3164,None,1381,675166823650848770
5578,None,2256,675153376133427200
3345,None,1496,675149409102012420
841,None,197,675147105808306176
1052,None,255,675146535592706048
1911,None,779,675145476954566656
1163,None,411,675135153782571009
1732,None,686,675113801096802304
867,None,213,675111688094527488
2515,None,995,675109292475830276
926,None,274,675047298674663426
2402,None,1034,675015141583413248
873,None,200,675006312288268288
1388,None,406,675003128568291329
1989,None,951,674999807681908736
759,None,315,674805413498527744
2687,None,746,674800520222154752
2216,None,950,674793399141146624
982,None,216,674790488185167872
718,None,181,674788554665512960
1803,None,1043,674781762103414784
980,None,407,674774481756377088
1626,None,689,674767892831932416
698,None,200,674764817387900928
1228,None,382,674754018082705410
1307,None,399,674752233200820224
1258,None,464,674743008475090944
431,None,44,674742531037511680
968,None,326,674739953134403584
580,None,80,674737130913071104
1023,None,411,674690135443775488
1444,None,565,674670581682434048
808,None,205,674664755118911488
1281,None,429,674646392044941312
927,None,241,674644256330530816
1515,None,509,674638615994089473
1337,None,501,674632714662858753
839,None,86,674606911342424069
5545,None,1773,674468880899788800
954,None,314,674447403907457024
985,None,344,674436901579923456
1280,None,464,674422304705744896
611,None,114,674416750885273600
1068,None,400,674410619106390016
1334,None,487,674394782723014656
766,None,280,674372068062928900
502,None,65,674330906434379776
1250,None,449,674318007229923329
10118,None,6011,674307341513269249
13155,None,5128,674291837063053312
1394,None,643,674271431610523648
824,None,202,674269164442398721
1457,None,727,674265582246694913
1175,None,382,674262580978937856
1299,None,464,674255168825880576
678,None,144,674082852460433408
887,None,245,674075285688614912
5705,None,1905,674063288070742018
2942,None,1124,674053186244734976
1289,None,431,674051556661161984
1267,None,564,674045139690631169
635,None,109,674042553264685056
975,None,366,674038233588723717
758,None,180,674036086168010753
1578,None,1081,674024893172875264
1012,None,264,674019345211760640
1386,None,559,674014384960745472
